import des bases...
importé

filtrage ADs dans base vehicules...
fin

on part de 5.523543385856325 et on veut 2.3125 (diminution de 58.1337587404233%)

3.2110433858563248 Mtonnes encore à gagner
3.2110433858563248 Mtonnes encore à gagner
3.2110433858563248 Mtonnes encore à gagner
3.2110433858563248 Mtonnes encore à gagner
3.2110433858563248 Mtonnes encore à gagner
3.2110433858563248 Mtonnes encore à gagner
3.2110433858563248 Mtonnes encore à gagner
3.2110433858563248 Mtonnes encore à gagner
3.2110433858563248 Mtonnes encore à gagner
3.2110433858563248 Mtonnes encore à gagner
3.2110433858563248 Mtonnes encore à gagner
3.2110433858563248 Mtonnes encore à gagner
3.2110433858563248 Mtonnes encore à gagner
3.2110433858563248 Mtonnes encore à gagner
3.2110433858563248 Mtonnes encore à gagner
3.2110433858563248 Mtonnes encore à gagner
3.2110433858563248 Mtonnes encore à gagner
3.2110433858563248 Mtonnes encore à gagner
3.2110433858563248 Mtonnes encore à gagner
3.2110433858563248 Mtonnes encore à gagner
3.2110433858563248 Mtonnes encore à gagner
3.2110433858563248 Mtonnes encore à gagner
3.2110433858563248 Mtonnes encore à gagner
3.2110433858563248 Mtonnes encore à gagner
3.2110433858563248 Mtonnes encore à gagner
3.2110433858563248 Mtonnes encore à gagner
3.2110433858563248 Mtonnes encore à gagner
3.2110433858563248 Mtonnes encore à gagner
3.2110433858563248 Mtonnes encore à gagner
3.2110433858563248 Mtonnes encore à gagner
3.2110433858563248 Mtonnes encore à gagner
3.2110433858563248 Mtonnes encore à gagner
3.2110433858563248 Mtonnes encore à gagner
3.2110433858563248 Mtonnes encore à gagner
3.2110433858563248 Mtonnes encore à gagner
3.2110433858563248 Mtonnes encore à gagner
3.2110433858563248 Mtonnes encore à gagner
3.2110433858563248 Mtonnes encore à gagner
3.2110433858563248 Mtonnes encore à gagner
3.2110433858563248 Mtonnes encore à gagner
3.2110433858563248 Mtonnes encore à gagner
3.2110433858563248 Mtonnes encore à gagner
3.2110433858563248 Mtonnes encore à gagner
3.2110433858563248 Mtonnes encore à gagner
3.2110433858563248 Mtonnes encore à gagner
3.2110433858563248 Mtonnes encore à gagner
3.2110433858563248 Mtonnes encore à gagner
3.2110433858563248 Mtonnes encore à gagner
3.2110433858563248 Mtonnes encore à gagner
3.2110433858563248 Mtonnes encore à gagner
3.2110433858563248 Mtonnes encore à gagner
3.2110433858563248 Mtonnes encore à gagner
3.2110433858563248 Mtonnes encore à gagner
3.2110433858563248 Mtonnes encore à gagner
3.2110433858563248 Mtonnes encore à gagner
3.2110433858563248 Mtonnes encore à gagner
3.2110433858563248 Mtonnes encore à gagner
3.2110433858563248 Mtonnes encore à gagner
3.2110433858563248 Mtonnes encore à gagner
3.2110433858563248 Mtonnes encore à gagner
3.2110433858563248 Mtonnes encore à gagner
3.2110433858563248 Mtonnes encore à gagner
3.2110433858563248 Mtonnes encore à gagner
3.2110433858563248 Mtonnes encore à gagner
3.2110433858563248 Mtonnes encore à gagner
3.2110433858563248 Mtonnes encore à gagner
3.2110433858563248 Mtonnes encore à gagner
3.2110433858563248 Mtonnes encore à gagner
3.2110433858563248 Mtonnes encore à gagner
3.2110433858563248 Mtonnes encore à gagner
3.2110433858563248 Mtonnes encore à gagner
3.2110433858563248 Mtonnes encore à gagner
3.2110433858563248 Mtonnes encore à gagner
3.2110433858563248 Mtonnes encore à gagner
3.2110433858563248 Mtonnes encore à gagner
3.2110433858563248 Mtonnes encore à gagner
3.2110433858563248 Mtonnes encore à gagner
3.2110433858563248 Mtonnes encore à gagner
3.2110433858563248 Mtonnes encore à gagner
3.2110433858563248 Mtonnes encore à gagner
3.2110433858563248 Mtonnes encore à gagner
3.2110433858563248 Mtonnes encore à gagner
3.2110433858563248 Mtonnes encore à gagner
